,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
3594,ADDRESS,DOB,Department of Buildings,4090550045,QUEENS,,,,Ozone Park,2019-04-06T00:00:00.000,09 QUEENS,Building/Use,2019-01-18T13:39:58.000,,,Illegal Conversion Of Residential Building/Space,,N/A,97-43 84 STREET,11416,,,40.68302322855417,"{'type': 'Point', 'coordinates': [-73.856034573213, 40.683023228554]}",,-73.8560345732127,UNKNOWN,QUEENS,Unspecified,2019-04-06T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,84 STREET,,,41459604,,1024179,188153
3595,ADDRESS,NYPD,New York City Police Department,3032580007,BROOKLYN,,,,BROOKLYN,2019-01-18T15:30:08.000,04 BROOKLYN,Animal Abuse,2019-01-18T13:40:25.000,STOCKHOLM STREET,STANHOPE STREET,Neglected,2019-01-18T21:40:25.000,Precinct,365 KNICKERBOCKER AVENUE,11237,,,40.70056240871319,"{'type': 'Point', 'coordinates': [-73.921418343668, 40.700562408713]}",Store/Commercial,-73.92141834366821,ONLINE,BROOKLYN,Unspecified,2019-01-18T15:30:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,KNICKERBOCKER AVENUE,,,41457320,,1006039,194520
3596,ADDRESS,DOT,Department of Transportation,4041430040,QUEENS,,,,College Point,2019-01-22T11:10:00.000,07 QUEENS,Street Condition,2019-01-18T13:40:44.000,132 STREET,UNNAMED STREET,Pothole,,N/A,134-15 20 AVENUE,11356,,,40.78166276470247,"{'type': 'Point', 'coordinates': [-73.834426835631, 40.781662764702]}",,-73.83442683563072,UNKNOWN,QUEENS,Unspecified,2019-01-22T11:10:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,20 AVENUE,,,41456931,,1030104,224101
3597,,DCAS,DCAS,,Unspecified,,,1-1-1671691708,,,0 Unspecified,Question,2019-01-18T13:40:59.000,,,Citywide Procurement,2019-02-01T13:41:43.000,,,,,,,,,,ONLINE,Unspecified,Unspecified,,"Your comments have been submitted to the Department of Citywide Administrative Services.  If you provided contact information and have not received a response, I can submit a new request.",,Email Sent,,,,41460857,,,
3598,ADDRESS,DEP,Department of Environmental Protection,4140680148,QUEENS,,,,Howard Beach,2019-01-18T14:30:00.000,10 QUEENS,Sewer,2019-01-18T13:41:00.000,163 AVE,164 AVE,Sewer Backup (Use Comments) (SA),,N/A,163-49 84 STREET,11414,,,40.65062238915089,"{'type': 'Point', 'coordinates': [-73.846431921946, 40.650622389151]}",,-73.8464319219459,PHONE,QUEENS,Unspecified,2019-01-18T14:30:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,,Closed,84 STREET,,,41462459,,1026863,176353
3599,ADDRESS,NYPD,New York City Police Department,1000167516,MANHATTAN,,,,NEW YORK,2019-01-18T16:27:33.000,01 MANHATTAN,Illegal Parking,2019-01-18T13:41:23.000,BEND,MURRAY STREET,Posted Parking Sign Violation,2019-01-18T21:41:23.000,Precinct,2 RIVER TERRACE,10282,,,40.71551405186988,"{'type': 'Point', 'coordinates': [-74.016662079329, 40.71551405187]}",Street/Sidewalk,-74.01666207932949,MOBILE,MANHATTAN,Unspecified,2019-01-18T16:27:33.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,RIVER TERRACE,,,41459054,,979631,199958
3600,ADDRESS,DSNY,BCC - Brooklyn North,,BROOKLYN,,,,BROOKLYN,2019-01-20T12:00:00.000,08 BROOKLYN,Sanitation Condition,2019-01-18T13:42:00.000,NOSTRAND AVENUE,NEW YORK AVENUE,15 Street Cond/Dump-Out/Drop-Off,,DSNY Garage,855 LINCOLN PLACE,11216,,,40.67064592825899,"{'type': 'Point', 'coordinates': [-73.94839275286, 40.670645928259]}",Street,-73.94839275285962,ONLINE,BROOKLYN,Unspecified,2019-01-20T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,LINCOLN PLACE,,,41456125,,998566,183615
3601,ADDRESS,DSNY,Department of Sanitation,1005727501,MANHATTAN,,,,NEW YORK,2019-01-24T00:00:00.000,02 MANHATTAN,Request Large Bulky Item Collection,2019-01-18T13:42:00.000,5 AVENUE,BEND,Request Large Bulky Item Collection,,N/A,12 WEST    9 STREET,10011,,,40.73313380642824,"{'type': 'Point', 'coordinates': [-73.996619074143, 40.733133806428]}",Sidewalk,-73.99661907414314,PHONE,MANHATTAN,Unspecified,2019-01-24T00:00:00.000,,,Closed,WEST    9 STREET,,,41461616,,985187,206377
3602,,HPD,Department of Housing Preservation and Development,,Unspecified,,,,,2019-01-23T11:47:58.000,0 Unspecified,HPD Literature Request,2019-01-18T13:42:04.000,,,HomeFirst Down Payment Information,2019-01-30T11:47:52.000,N/A,,,,,,,,,PHONE,Unspecified,Unspecified,2019-01-23T11:47:52.000,"The literature has been mailed. If it has not been received, please request it again from 311.",,Closed,,,,41459345,,,
3603,ADDRESS,NYPD,New York City Police Department,4073060034,QUEENS,,,,BAYSIDE,2019-01-19T06:16:03.000,11 QUEENS,Blocked Driveway,2019-01-18T13:42:06.000,45 ROAD,45 DRIVE,No Access,2019-01-18T21:42:06.000,Precinct,45-34 OCEANIA STREET,11361,,,40.75802341238797,"{'type': 'Point', 'coordinates': [-73.773761251157, 40.758023412388]}",Street/Sidewalk,-73.77376125115686,PHONE,QUEENS,Unspecified,2019-01-19T06:16:03.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,OCEANIA STREET,,,41455971,,1046927,215526
3604,ADDRESS,NYPD,New York City Police Department,3028670001,BROOKLYN,,,,BROOKLYN,2019-01-18T16:53:52.000,01 BROOKLYN,Noise - Residential,2019-01-18T13:42:32.000,SKILLMAN AVENUE,JACKSON STREET,Banging/Pounding,2019-01-18T21:42:32.000,Precinct,389 MORGAN AVENUE,11211,,,40.71756467467456,"{'type': 'Point', 'coordinates': [-73.936726155695, 40.717564674675]}",Residential Building/House,-73.93672615569507,MOBILE,BROOKLYN,Unspecified,2019-01-18T16:53:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,MORGAN AVENUE,,,41462428,,1001790,200711
3605,ADDRESS,DSNY,Queens East 10,4117160052,QUEENS,,,,South Ozone Park,2019-01-18T13:43:00.000,10 QUEENS,Missed Collection (All Materials),2019-01-18T13:43:00.000,ROCKAWAY BOULEVARD,SUTTER AVENUE,1R Missed Recycling-All Materials,,N/A,117-18 123 STREET,11420,,,40.675204412473924,"{'type': 'Point', 'coordinates': [-73.814585388863, 40.675204412474]}",Sidewalk,-73.81458538886321,PHONE,QUEENS,Unspecified,2019-01-18T13:43:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted because the items contained recyclables or mixed materials.,,Closed,123 STREET,,,41458026,,1035681,185326
3606,ADDRESS,DEP,Department of Environmental Protection,5062510080,STATEN ISLAND,,,,STATEN ISLAND,2019-01-18T18:35:00.000,03 STATEN ISLAND,Water System,2019-01-18T13:43:00.000,HODA PL,BEND,LOW WATER PRESSURE - WLWP,,N/A,109 BENNETT AVENUE,10312,,,40.53736405500614,"{'type': 'Point', 'coordinates': [-74.181470482689, 40.537364055006]}",,-74.18147048268929,PHONE,STATEN ISLAND,Unspecified,2019-01-18T18:35:00.000,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,Closed,BENNETT AVENUE,,,41461444,,933809,135105
3607,ADDRESS,DOT,Department of Transportation,4041430040,QUEENS,,,,College Point,2019-01-18T13:43:31.000,07 QUEENS,Street Condition,2019-01-18T13:43:31.000,132 STREET,UNNAMED STREET,Pothole,,N/A,134-15 20 AVENUE,11356,,,40.78166276470247,"{'type': 'Point', 'coordinates': [-73.834426835631, 40.781662764702]}",,-73.83442683563072,UNKNOWN,QUEENS,Unspecified,2019-01-18T13:43:31.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,20 AVENUE,,,41457922,,1030104,224101
3608,ADDRESS,HPD,Department of Housing Preservation and Development,2033480020,BRONX,,,,BRONX,2019-01-20T14:14:16.000,07 BRONX,HEAT/HOT WATER,2019-01-18T13:43:38.000,,,APARTMENT ONLY,,N/A,3336 PERRY AVENUE,10467,,,40.87821499958362,"{'type': 'Point', 'coordinates': [-73.87464358692, 40.878214999584]}",RESIDENTIAL BUILDING,-73.8746435869202,PHONE,BRONX,Unspecified,2019-01-20T14:14:16.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,PERRY AVENUE,,,41469434,,1018916,259260
3609,ADDRESS,DEP,Department of Environmental Protection,3064300036,BROOKLYN,,,,BROOKLYN,2019-01-18T18:35:00.000,11 BROOKLYN,Sewer,2019-01-18T13:44:00.000,16 AVE,BAY 13 ST,Sewer Backup (Use Comments) (SA),,N/A,1602 BATH AVENUE,11214,,,40.60659369827201,"{'type': 'Point', 'coordinates': [-74.010660162404, 40.606593698272]}",,-74.01066016240361,PHONE,BROOKLYN,Unspecified,2019-01-18T18:35:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,BATH AVENUE,,,41456540,,981290,160275
3610,ADDRESS,HPD,Department of Housing Preservation and Development,3016480038,BROOKLYN,,,,BROOKLYN,2019-01-30T12:20:35.000,03 BROOKLYN,OUTSIDE BUILDING,2019-01-18T13:44:40.000,,,ROOFING,,N/A,842 MADISON STREET,11221,,,40.687713441147196,"{'type': 'Point', 'coordinates': [-73.924469560263, 40.687713441147]}",RESIDENTIAL BUILDING,-73.92446956026279,PHONE,BROOKLYN,Unspecified,2019-01-30T12:20:35.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,MADISON STREET,,,41558738,,1005197,189838
3611,ADDRESS,NYPD,New York City Police Department,4031980052,QUEENS,,,,FOREST HILLS,2019-01-18T14:42:53.000,06 QUEENS,Noise - Residential,2019-01-18T13:44:47.000,68 AVENUE,69 AVENUE,Loud Music/Party,2019-01-18T21:44:47.000,Precinct,68-31 JUNO STREET,11375,,,40.7159278820591,"{'type': 'Point', 'coordinates': [-73.85413098236, 40.715927882059]}",Residential Building/House,-73.85413098236037,PHONE,QUEENS,Unspecified,2019-01-18T14:42:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,JUNO STREET,,,41459313,,1024687,200142
3612,ADDRESS,DSNY,Department of Sanitation,1011437502,MANHATTAN,,,,NEW YORK,2019-01-24T00:00:00.000,07 MANHATTAN,Request Large Bulky Item Collection,2019-01-18T13:45:00.000,COLUMBUS AVENUE,BROADWAY,Request Large Bulky Item Collection,,N/A,155 WEST   71 STREET,10023,,,40.77750660223443,"{'type': 'Point', 'coordinates': [-73.981072974098, 40.777506602234]}",Sidewalk,-73.981072974098,PHONE,MANHATTAN,Unspecified,2019-01-24T00:00:00.000,,,Closed,WEST   71 STREET,,,41461685,,989492,222544
3613,ADDRESS,DSNY,BCC - Brooklyn North,3049330058,BROOKLYN,,,,BROOKLYN,2019-01-18T13:45:00.000,17 BROOKLYN,Derelict Vehicles,2019-01-18T13:45:00.000,NEW YORK AVENUE,EAST 34 STREET,14 Derelict Vehicles,,DSNY Garage,3306 CORTELYOU ROAD,11203,,,40.6445336344048,"{'type': 'Point', 'coordinates': [-73.945800444755, 40.644533634405]}",Street,-73.94580044475495,PHONE,BROOKLYN,Unspecified,2019-01-18T13:45:00.000,The Department of Sanitation removed the items.,,Pending,CORTELYOU ROAD,,,41469348,,999291,174102
3614,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:54.000,11 MANHATTAN,WATER LEAK,2019-01-18T13:45:08.000,,,HEAVY FLOW,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:54.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41602635,,1001260,227702
3615,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:55.000,11 MANHATTAN,UNSANITARY CONDITION,2019-01-18T13:45:08.000,,,PESTS,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:55.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41603817,,1001260,227702
3616,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:55.000,11 MANHATTAN,PLUMBING,2019-01-18T13:45:08.000,,,RADIATOR,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:55.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41609165,,1001260,227702
3617,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:55.000,11 MANHATTAN,UNSANITARY CONDITION,2019-01-18T13:45:08.000,,,MOLD,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:55.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,1 AVENUE,,,41609278,,1001260,227702
3618,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:55.000,11 MANHATTAN,PLUMBING,2019-01-18T13:45:08.000,,,TOILET,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:55.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41609354,,1001260,227702
3619,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:55.000,11 MANHATTAN,PLUMBING,2019-01-18T13:45:08.000,,,BASIN/SINK,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:55.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41611049,,1001260,227702
3620,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-04T14:23:56.000,11 MANHATTAN,ELECTRIC,2019-01-18T13:45:08.000,,,WIRING,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-04T14:23:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,1 AVENUE,,,41611595,,1001260,227702
3621,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-07T11:06:35.000,11 MANHATTAN,FLOORING/STAIRS,2019-01-18T13:45:08.000,,,FLOOR,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-07T11:06:35.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41633643,,1001260,227702
3622,ADDRESS,HPD,Department of Housing Preservation and Development,1017010001,MANHATTAN,,,,NEW YORK,2019-02-07T11:06:35.000,11 MANHATTAN,PAINT/PLASTER,2019-01-18T13:45:08.000,,,WALL,,N/A,2116 1 AVENUE,10029,,,40.791649121649854,"{'type': 'Point', 'coordinates': [-73.938569796695, 40.79164912165]}",RESIDENTIAL BUILDING,-73.93856979669458,PHONE,MANHATTAN,Unspecified,2019-02-07T11:06:35.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,1 AVENUE,,,41636762,,1001260,227702
3623,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-01-18T14:22:17.000,05 BROOKLYN,Illegal Parking,2019-01-18T13:45:17.000,,,Commercial Overnight Parking,2019-01-18T21:45:17.000,Precinct,,11208,SHEPHARD AVENUE,LIBERTY AVENUE,40.676634912459015,"{'type': 'Point', 'coordinates': [-73.881428919213, 40.676634912459]}",Street/Sidewalk,-73.88142891921325,PHONE,BROOKLYN,Unspecified,2019-01-18T14:22:17.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,,,,41456275,,1017139,185815
3624,ADDRESS,DOB,Department of Buildings,3004080043,BROOKLYN,,,,BROOKLYN,2019-01-18T13:45:21.000,06 BROOKLYN,Construction Safety Enforcement,2019-01-18T13:45:21.000,,,Excavation Tracking Complaint,,N/A,57 DOUGLAS STREET,11231,,,40.683725163982764,"{'type': 'Point', 'coordinates': [-73.993066485373, 40.683725163983]}",,-73.9930664853735,UNKNOWN,BROOKLYN,Unspecified,2019-01-18T00:00:00.000,,,Closed,DOUGLAS STREET,,,42563389,,986173,188376
