,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
3724,ADDRESS,DSNY,Bronx 10,2039660009,BRONX,,,,BRONX,2019-02-01T12:00:00.000,10 BRONX,Sanitation Condition,2019-01-27T16:11:00.000,CASTLE HILL AVENUE,DORIS STREET,15 Street Cond/Dump-Out/Drop-Off,,N/A,2204 STARLING AVENUE,10462,,,40.83637247830616,"{'type': 'Point', 'coordinates': [-73.851897358232, 40.836372478306]}",Street,-73.851897358232,MOBILE,BRONX,Unspecified,2019-02-01T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,STARLING AVENUE,,41541057,1025232,244025
3725,ADDRESS,DSNY,BCC - Staten Island,5004620073,STATEN ISLAND,,,,STATEN ISLAND,2019-02-02T12:00:00.000,01 STATEN ISLAND,Missed Collection (All Materials),2019-01-27T16:11:00.000,WATCHOGUE ROAD,VICTORY BOULEVARD,1R Missed Recycling-All Materials,,DSNY Garage,6 BRADLEY AVENUE,10314,,,40.613004097219914,"{'type': 'Point', 'coordinates': [-74.132220367778, 40.61300409722]}",Sidewalk,-74.13222036777795,PHONE,STATEN ISLAND,Unspecified,2019-02-02T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,BRADLEY AVENUE,,41547465,947540,162638
3726,ADDRESS,DOT,Department of Transportation,3032830005,BROOKLYN,,,,BROOKLYN,2019-01-28T11:05:00.000,04 BROOKLYN,Street Condition,2019-01-27T16:11:02.000,GREENE AVENUE,VAN BUREN STREET,Pothole,,N/A,1235 BROADWAY,11221,,,40.691686040839855,"{'type': 'Point', 'coordinates': [-73.925878613541, 40.69168604084]}",,-73.92587861354053,UNKNOWN,BROOKLYN,Unspecified,2019-01-28T11:05:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,,Closed,BROADWAY,,41545988,1004805,191285
3727,ADDRESS,DOT,Department of Transportation,3010520005,BROOKLYN,,,,BROOKLYN,2019-01-28T08:41:00.000,07 BROOKLYN,Street Condition,2019-01-27T16:11:37.000,16 STREET,PROSPECT AVENUE,Pothole,,N/A,573 4 AVENUE,11215,,,40.66581547161783,"{'type': 'Point', 'coordinates': [-73.992495215047, 40.665815471618]}",,-73.99249521504707,UNKNOWN,BROOKLYN,Unspecified,2019-01-28T08:41:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,4 AVENUE,,41539357,986332,181851
3728,ADDRESS,DCA,Department of Consumer Affairs,3008080002,BROOKLYN,,,,BROOKLYN,2019-01-28T14:03:27.000,07 BROOKLYN,Consumer Complaint,2019-01-27T16:11:43.000,52 STREET,53 STREET,False Advertising,2019-01-31T16:11:43.000,N/A,5219 5 AVENUE,11220,,,40.643823939085706,"{'type': 'Point', 'coordinates': [-74.011639032695, 40.643823939086]}",,-74.01163903269463,ONLINE,BROOKLYN,Unspecified,2019-01-28T14:03:27.000,Your complaint was referred to the Department of Consumer Affairs. There was insufficient information and the Department was not able to act on the matter.,,Closed,5 AVENUE,,41532351,981020,173839
3729,ADDRESS,NYPD,New York City Police Department,3077000051,BROOKLYN,,,,BROOKLYN,2019-01-28T06:00:14.000,18 BROOKLYN,Illegal Parking,2019-01-27T16:11:55.000,FLATLANDS AVENUE,AVENUE P,Posted Parking Sign Violation,2019-01-28T00:11:55.000,Precinct,1524 RYDER STREET,11234,,,40.618794391821936,"{'type': 'Point', 'coordinates': [-73.937705891554, 40.618794391822]}",Street/Sidewalk,-73.93770589155426,ONLINE,BROOKLYN,Unspecified,2019-01-28T06:00:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,RYDER STREET,,41536452,1001544,164726
3730,ADDRESS,DOT,Department of Transportation,3016180022,BROOKLYN,,,,BROOKLYN,2019-01-27T16:11:58.000,03 BROOKLYN,Street Condition,2019-01-27T16:11:58.000,GREENE AVENUE,VAN BUREN STREET,Pothole,,N/A,1224 BROADWAY,11221,,,40.69180422122879,"{'type': 'Point', 'coordinates': [-73.926120084833, 40.691804221229]}",,-73.9261200848331,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T16:11:58.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,BROADWAY,,41540916,1004738,191328
3731,ADDRESS,DSNY,Department of Sanitation,5011260004,STATEN ISLAND,,,,STATEN ISLAND,2019-01-29T00:00:00.000,01 STATEN ISLAND,Request Large Bulky Item Collection,2019-01-27T16:12:00.000,INNIS STREET,BAYONNE BRIDGE ENTRANCE,Request Large Bulky Item Collection,,N/A,61 TRANTOR PLACE,10302,,,40.632338955819286,"{'type': 'Point', 'coordinates': [-74.143236406533, 40.632338955819]}",Sidewalk,-74.143236406533,PHONE,STATEN ISLAND,Unspecified,2019-01-29T00:00:00.000,,,Closed,TRANTOR PLACE,,41537181,944493,169687
3732,ADDRESS,HPD,Department of Housing Preservation and Development,2040480032,BRONX,,,,BRONX,2019-01-30T02:06:45.000,11 BRONX,HEAT/HOT WATER,2019-01-27T16:12:39.000,,,ENTIRE BUILDING,,N/A,1862 AMETHYST STREET,10462,,,40.846668666438006,"{'type': 'Point', 'coordinates': [-73.868381437331, 40.846668666438]}",RESIDENTIAL BUILDING,-73.86838143733108,ONLINE,BRONX,Unspecified,2019-01-30T02:06:45.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,AMETHYST STREET,,41564952,1020665,247769
3733,ADDRESS,HPD,Department of Housing Preservation and Development,1004180040,MANHATTAN,,,,NEW YORK,2019-01-27T18:17:00.000,03 MANHATTAN,HEAT/HOT WATER,2019-01-27T16:12:43.000,,,ENTIRE BUILDING,,N/A,299 BROOME STREET,10002,,,40.71869067582821,"{'type': 'Point', 'coordinates': [-73.992124907419, 40.718690675828]}",RESIDENTIAL BUILDING,-73.99212490741853,MOBILE,MANHATTAN,Unspecified,2019-01-27T18:17:00.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BROOME STREET,,41537914,986433,201115
3734,ADDRESS,NYPD,New York City Police Department,4082917502,QUEENS,,,,LITTLE NECK,2019-01-27T16:52:56.000,11 QUEENS,Blocked Driveway,2019-01-27T16:12:54.000,DOUGLASTON PARKWAY,242 STREET,Partial Access,2019-01-28T00:12:54.000,Precinct,240-04 68 AVENUE,11362,,,40.750739535515514,"{'type': 'Point', 'coordinates': [-73.739050923398, 40.750739535516]}",Street/Sidewalk,-73.73905092339797,PHONE,QUEENS,Unspecified,2019-01-27T16:52:56.000,The Police Department issued a summons in response to the complaint.,,Closed,68 AVENUE,,41534699,1056551,212899
3735,ADDRESS,DSNY,Department of Sanitation,3083040010,BROOKLYN,,,,BROOKLYN,2019-01-30T00:00:00.000,18 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T16:13:00.000,EAST 101 STREET,EAST 102 STREET,Request Large Bulky Item Collection,,N/A,10101 SEAVIEW AVENUE,11236,,,40.63584985230887,"{'type': 'Point', 'coordinates': [-73.886549173476, 40.635849852309]}",Sidewalk,-73.88654917347623,PHONE,BROOKLYN,Unspecified,2019-01-30T00:00:00.000,,,Closed,SEAVIEW AVENUE,,41531597,1015738,170954
3736,ADDRESS,DSNY,Department of Sanitation,1007790027,MANHATTAN,,,,NEW YORK,2019-01-29T00:00:00.000,05 MANHATTAN,Request Large Bulky Item Collection,2019-01-27T16:13:00.000,7 AVENUE,8 AVENUE,Request Large Bulky Item Collection,,N/A,221 WEST   29 STREET,10001,,,40.7482133493464,"{'type': 'Point', 'coordinates': [-73.99373466827, 40.748213349346]}",Sidewalk,-73.99373466827033,PHONE,MANHATTAN,Unspecified,2019-01-29T00:00:00.000,,,Closed,WEST   29 STREET,,41532593,985986,211871
3737,ADDRESS,DSNY,Department of Sanitation,1004550049,MANHATTAN,,,,NEW YORK,2019-01-30T00:00:00.000,03 MANHATTAN,Request Large Bulky Item Collection,2019-01-27T16:13:00.000,2 AVENUE,1 AVENUE,Request Large Bulky Item Collection,,N/A,333 EAST   13 STREET,10003,,,40.73128559831329,"{'type': 'Point', 'coordinates': [-73.984539097597, 40.731285598313]}",Sidewalk,-73.98453909759655,PHONE,MANHATTAN,Unspecified,2019-01-30T00:00:00.000,,,Closed,EAST   13 STREET,,41533445,988535,205704
3738,ADDRESS,DSNY,Department of Sanitation,4035840007,QUEENS,,,,Ridgewood,2019-02-01T00:00:00.000,05 QUEENS,Request Large Bulky Item Collection,2019-01-27T16:13:00.000,75 AVENUE,ST FELIX AVENUE,Request Large Bulky Item Collection,,N/A,75-14 60 LANE,11385,,,40.69820810987987,"{'type': 'Point', 'coordinates': [-73.894806203385, 40.69820810988]}",Sidewalk,-73.8948062033848,PHONE,QUEENS,Unspecified,2019-02-01T00:00:00.000,,,Closed,60 LANE,,41534287,1013419,193670
3739,ADDRESS,DSNY,Department of Sanitation,4055880062,QUEENS,,,,Fresh Meadows,2019-01-29T22:43:00.000,11 QUEENS,Request Large Bulky Item Collection,2019-01-27T16:13:00.000,FRESH MEADOW LANE,UTOPIA PARKWAY,Request Large Bulky Item Collection,,N/A,174-05 PIGEON MEADOW ROAD,11365,,,40.747695025278986,"{'type': 'Point', 'coordinates': [-73.79432457391, 40.747695025279]}",Sidewalk,-73.79432457391019,PHONE,QUEENS,Unspecified,2019-01-31T00:00:00.000,,,Closed,PIGEON MEADOW ROAD,,41534436,1041239,211749
3740,ADDRESS,DSNY,Brooklyn North 03,3017470034,BROOKLYN,,,,BROOKLYN,2019-01-28T12:00:00.000,03 BROOKLYN,Missed Collection (All Materials),2019-01-27T16:13:00.000,STOCKTON STREET,MYRTLE AVENUE,1R Missed Recycling-All Materials,,DSNY Garage,98 TOMPKINS AVENUE,11206,,,40.6961247627442,"{'type': 'Point', 'coordinates': [-73.946447297185, 40.696124762744]}",Sidewalk,-73.94644729718547,PHONE,BROOKLYN,Unspecified,2019-01-28T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,TOMPKINS AVENUE,,41542443,999100,192898
3741,ADDRESS,DSNY,BCC - Brooklyn North,3036980023,BROOKLYN,,,,BROOKLYN,2019-01-29T12:00:00.000,05 BROOKLYN,Sanitation Condition,2019-01-27T16:13:00.000,LIBERTY AVENUE,GLENMORE AVENUE,15 Street Cond/Dump-Out/Drop-Off,,DSNY Garage,100 HINSDALE STREET,11207,,,40.673030308213114,"{'type': 'Point', 'coordinates': [-73.900996038219, 40.673030308213]}",Street,-73.90099603821852,MOBILE,BROOKLYN,Unspecified,2019-01-29T12:00:00.000,The Department of Sanitation removed the items.,,Closed,HINSDALE STREET,,41547221,1011713,184495
3742,ADDRESS,DOT,Department of Transportation,3032630001,BROOKLYN,,,,BROOKLYN,2019-01-28T10:57:00.000,04 BROOKLYN,Street Condition,2019-01-27T16:13:38.000,LAFAYETTE AVENUE,LAFAYETTE AVENUE,Pothole,,N/A,1191 BROADWAY,11221,,,40.69244170823927,"{'type': 'Point', 'coordinates': [-73.927219222019, 40.692441708239]}",,-73.92721922201945,UNKNOWN,BROOKLYN,Unspecified,2019-01-28T10:57:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,BROADWAY,,41539358,1004433,191560
3743,ADDRESS,HPD,Department of Housing Preservation and Development,2022840062,BRONX,,,,BRONX,2019-01-28T09:42:28.000,01 BRONX,HEAT/HOT WATER,2019-01-27T16:13:48.000,,,APARTMENT ONLY,,N/A,285 BROOK AVENUE,10454,,,40.80868972521895,"{'type': 'Point', 'coordinates': [-73.918574202379, 40.808689725219]}",RESIDENTIAL BUILDING,-73.91857420237922,PHONE,BRONX,Unspecified,2019-01-28T09:42:28.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BROOK AVENUE,,41542320,1006791,233915
3744,ADDRESS,DSNY,Department of Sanitation,3009970040,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,06 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T16:14:00.000,3 AVENUE,4 AVENUE,Request Large Bulky Item Collection,,N/A,248 7 STREET,11215,,,40.67179598321977,"{'type': 'Point', 'coordinates': [-73.988229913516, 40.67179598322]}",Sidewalk,-73.98822991351557,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,,,Closed,7 STREET,,41533438,987515,184030
3745,ADDRESS,NYPD,New York City Police Department,4032050030,QUEENS,,,,FOREST HILLS,2019-01-27T23:41:23.000,06 QUEENS,Blocked Driveway,2019-01-27T16:14:08.000,68 AVENUE,69 AVENUE,Partial Access,2019-01-28T00:14:08.000,Precinct,68-43 CLYDE STREET,11375,,,40.72050000938622,"{'type': 'Point', 'coordinates': [-73.85147662925, 40.720500009386]}",Street/Sidewalk,-73.85147662925014,MOBILE,QUEENS,Unspecified,2019-01-27T23:41:23.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,CLYDE STREET,,41537416,1025420,201809
3746,ADDRESS,DOT,Department of Transportation,3016130012,BROOKLYN,,,,BROOKLYN,2019-01-27T16:14:13.000,03 BROOKLYN,Street Condition,2019-01-27T16:14:13.000,LAFAYETTE AVENUE,LAFAYETTE AVENUE,Pothole,,N/A,1190 BROADWAY,11221,,,40.69245546627431,"{'type': 'Point', 'coordinates': [-73.927273297679, 40.692455466274]}",,-73.92727329767919,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T16:14:13.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,BROADWAY,,41547132,1004418,191565
3747,ADDRESS,DOT,Department of Transportation,3032630005,BROOKLYN,,,,BROOKLYN,2019-01-27T16:14:36.000,04 BROOKLYN,Street Condition,2019-01-27T16:14:36.000,LAFAYETTE AVENUE,LAFAYETTE AVENUE,Pothole,,N/A,1181 BROADWAY,11221,,,40.69257084896261,"{'type': 'Point', 'coordinates': [-73.927435444138, 40.692570848963]}",,-73.92743544413769,UNKNOWN,BROOKLYN,Unspecified,2019-01-27T16:14:36.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,BROADWAY,,41545833,1004373,191607
3748,ADDRESS,DEP,Department of Environmental Protection,5000510001,STATEN ISLAND,,,,STATEN ISLAND,2019-01-28T13:32:00.000,01 STATEN ISLAND,Noise,2019-01-27T16:15:00.000,RICHMOND TER,BEND,"Noise, Barking Dog (NR5)",,N/A,131 JERSEY STREET,10301,,,40.64423912726966,"{'type': 'Point', 'coordinates': [-74.086857286352, 40.64423912727]}",,-74.08685728635189,ONLINE,STATEN ISLAND,Unspecified,2019-01-28T13:32:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,JERSEY STREET,,41532158,960146,174002
3749,INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,,,,Long Island City,2019-02-03T09:30:00.000,02 QUEENS,Noise,2019-01-27T16:15:00.000,,,Noise: Construction Before/After Hours (NM1),,N/A,,11101,47 AVENUE,VERNON BOULEVARD,40.74549218920899,"{'type': 'Point', 'coordinates': [-73.953174330297, 40.745492189209]}",,-73.95317433029714,PHONE,QUEENS,Unspecified,2019-02-03T09:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,,,41532229,997225,210883
3750,ADDRESS,DSNY,Department of Sanitation,5002380274,STATEN ISLAND,,,,STATEN ISLAND,2019-01-29T13:11:00.000,01 STATEN ISLAND,Electronics Waste,2019-01-27T16:15:00.000,BEND,BEND,missed collection for E-waste,,N/A,15 LLEWELLYN PLACE,10310,,,40.62859176948566,"{'type': 'Point', 'coordinates': [-74.129826701087, 40.628591769486]}",Sidewalk,-74.12982670108691,PHONE,STATEN ISLAND,Unspecified,2019-01-29T13:11:00.000,The Department of Sanitation collected the E-waste.,,Closed,LLEWELLYN PLACE,,41537361,948213,168316
3751,ADDRESS,DSNY,BCC - Brooklyn North,,BROOKLYN,,,,BROOKLYN,2019-01-29T12:00:00.000,05 BROOKLYN,Sanitation Condition,2019-01-27T16:15:00.000,SNEDIKER AVENUE,HINSDALE STREET,15 Street Cond/Dump-Out/Drop-Off,,DSNY Garage,242 LIBERTY AVENUE,11207,,,40.67367834117093,"{'type': 'Point', 'coordinates': [-73.901305108913, 40.673678341171]}",Street,-73.90130510891284,MOBILE,BROOKLYN,Unspecified,2019-01-29T12:00:00.000,The Department of Sanitation removed the items.,,Closed,LIBERTY AVENUE,,41539474,1011627,184731
3752,ADDRESS,NYPD,New York City Police Department,3087970098,BROOKLYN,,,,BROOKLYN,2019-01-28T04:41:41.000,15 BROOKLYN,Illegal Parking,2019-01-27T16:15:05.000,BELT PARKWAY,DUNNE PLACE,Posted Parking Sign Violation,2019-01-28T00:15:05.000,Precinct,2807 HARING STREET,11235,,,40.58535194039314,"{'type': 'Point', 'coordinates': [-73.93800350545, 40.585351940393]}",Street/Sidewalk,-73.93800350544986,PHONE,BROOKLYN,Unspecified,2019-01-28T04:41:41.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,HARING STREET,,41538193,1001470,152542
3753,ADDRESS,NYPD,New York City Police Department,4098970044,QUEENS,,,,JAMAICA,2019-01-27T22:25:19.000,12 QUEENS,Blocked Driveway,2019-01-27T16:15:09.000,90 AVENUE,JAMAICA AVENUE,Partial Access,2019-01-28T00:15:09.000,Precinct,90-13 180 STREET,11432,,,40.710419383658696,"{'type': 'Point', 'coordinates': [-73.781454296234, 40.710419383659]}",Street/Sidewalk,-73.78145429623429,PHONE,QUEENS,Unspecified,2019-01-27T22:25:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,180 STREET,,41532417,1044839,198177
3754,ADDRESS,HPD,Department of Housing Preservation and Development,2024780007,BRONX,,,,BRONX,2019-01-29T02:11:53.000,04 BRONX,HEAT/HOT WATER,2019-01-27T16:15:13.000,,,APARTMENT ONLY,,N/A,1068 GERARD AVENUE,10452,,,40.83212939313135,"{'type': 'Point', 'coordinates': [-73.922213336218, 40.832129393131]}",RESIDENTIAL BUILDING,-73.92221333621825,PHONE,BRONX,Unspecified,2019-01-29T02:11:53.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,GERARD AVENUE,,41558449,1005776,242454
3755,ADDRESS,DSNY,Department of Sanitation,4021160059,QUEENS,,,,Rego Park,2019-01-29T00:00:00.000,06 QUEENS,Request Large Bulky Item Collection,2019-01-27T16:16:00.000,99 STREET,102 STREET,Request Large Bulky Item Collection,,N/A,99-39 66 AVENUE,11374,,,40.728444396357126,"{'type': 'Point', 'coordinates': [-73.85444634408, 40.728444396357]}",Sidewalk,-73.85444634407988,PHONE,QUEENS,Unspecified,2019-01-29T00:00:00.000,,,Closed,66 AVENUE,,41533455,1024592,204702
